trainee_number,quality_group_score,cognition,initial_rating_score,final_instructor_score,sea_command,land_command,command_final,thinking_ability_final,sea_performance_final,teamwork_final,stress_resilience_final,persistence_final,motivation,structures_test,sea_rowing,sea_rowing_test,fuel_regulator_test,navigation_test,gps_test,fire_extinguishing_test,marine_navigation_radar_test,professional_lecture,lecture_from_home,submarine_heating_exercise,topographic_map_exercise,raft_exercise,ps2_exercise,commander_qualities_exercise,billion_dollar_exercise,rowing,ship_interception_exercise,hole_digging,sociometric_stretchers,journey_1,journey_2,sociometric_rope,crawls,hydraulic_system_test,submarine_watch_exercise,m16_disassembly,m16_assembly,m16_final,psychologist_interview,psychologist_final,naval_officers_formula_score,number_of_trainees_in_group,commander_sociometric_position,friend_sociometric_position,commander_sociometric_ninths,friend_sociometric_ninths,commander_sociometric_percentile,cubes_in_darkness,pull_up_exercise,acid_stream_exercise,rowing_competition,material_evacuation_exercise,machinery_component_understanding,machinery_mechanical_system_analysis,machinery_drawing_analysis,machinery_understanding_physical_forces,machinery_final_suitability_score,machinery_recommendation,electronics_simulator_score,electronics_electrical_circuit_test,electronics_interview,electronics_final_suitability_score,electronics_recommendation,conduct_two_assessments_flag,short_assessment
156,56,90,23,4,3,6,5,4,6,3,5,6,8,100,80,40,80,30,60,0,0,4,4,0,5,6,3,0,0,6,4,0,5,0,5,0,6,64,4,0,0,7,0,0,51,12,1,3,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,56,80,31,6,6,6,6,5,6,6,6,6,8,60,80,40,60,30,10,0,0,6,0,0,5,5,3,5,3,5,3,0,4,5,6,5,0,40,4,0,0,2,0,0,62,15,7,13,5,4,60.0,0,0,0,0,5.0,8,8,9,0,9,0,47,4,0,4,0,0,1
43,55,60,0,6,7,6,6,6,7,6,7,6,6,60,80,60,55,14,10,0,42,8,7,0,0,7,4,5,0,6,7,5,5,5,5,4,3,28,5,0,0,3,0,0,64,12,7,12,5,2,50.0,7,7,0,0,5.0,1,1,1,0,1,2,68,4,0,4,0,0,1
119,53,60,25,9,4,6,5,4,5,5,5,4,4,0,0,0,100,0,0,90,65,5,6,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,58,16,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,55,70,31,8,8,8,8,8,8,8,7,7,9,80,80,100,65,60,30,0,0,8,0,6,5,7,7,0,7,7,0,5,6,5,7,7,0,0,0,0,0,0,0,0,80,13,2,2,8,7,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,55,80,0,6,6,8,7,5,7,6,7,7,7,80,100,20,90,60,20,55,70,7,8,2,0,6,6,8,0,0,0,5,2,5,5,4,0,0,0,0,0,0,0,0,63,12,6,2,5,6,58.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,55,70,0,6,6,7,6,6,7,6,6,7,8,0,100,60,70,60,30,0,0,7,0,0,5,6,3,5,4,5,0,4,5,5,5,5,0,0,0,0,0,8,0,0,68,13,3,5,6,5,84.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,53,60,25,7,6,5,6,5,8,7,7,7,7,0,0,0,30,44,50,48,0,8,0,4,0,0,7,5,0,0,0,7,0,5,5,0,0,0,0,0,0,0,0,0,68,15,4,4,7,6,80.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,56,90,24,6,6,6,6,6,6,6,7,7,6,0,0,0,70,57,80,80,0,6,4,6,0,0,8,0,0,0,0,0,7,5,5,0,0,0,0,0,0,0,0,0,66,14,2,1,8,8,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,54,80,25,6,6,6,6,5,0,6,6,6,6,100,80,40,60,4,20,0,50,7,6,3,0,4,6,6,0,0,0,0,5,6,7,6,0,0,0,0,0,0,0,0,66,13,2,3,7,6,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,56,90,32,7,7,6,7,7,0,7,7,7,7,100,0,60,85,62,80,0,0,5,7,7,6,5,8,6,0,0,0,6,4,5,6,7,0,0,0,0,0,0,0,0,78,13,2,5,8,6,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,56,70,34,7,7,6,7,7,6,6,6,5,8,0,0,0,80,0,0,98,80,6,8,5,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,7,6,87.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,56,80,30,6,6,3,6,6,7,6,6,7,4,0,0,0,56,64,70,62,0,7,0,4,0,0,4,4,0,0,0,6,6,5,5,0,0,0,0,0,0,0,0,0,63,15,7,3,5,6,60.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,53,60,28,6,6,6,6,6,0,5,5,6,5,0,0,0,80,30,70,78,0,7,6,5,5,5,5,0,5,0,0,5,6,5,5,0,0,0,0,0,0,0,0,6,62,11,4,6,7,5,72.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,54,70,26,7,5,5,7,7,7,7,8,8,9,0,60,80,60,70,50,0,0,8,5,3,5,5,8,7,6,8,5,6,8,6,6,5,8,0,0,0,0,0,0,0,69,12,2,4,7,6,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,0,0,0,6,6,7,7,6,7,7,6,5,8,80,40,60,59,53,60,0,0,6,7,6,5,7,6,7,6,0,8,8,6,7,7,2,5,0,0,0,0,0,0,0,72,15,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,54,60,34,4,3,7,5,3,5,5,4,6,6,0,0,0,50,0,0,70,34,8,5,0,3,0,3,4,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,2,2,7,5,90.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,56,90,32,8,7,7,7,7,6,6,6,7,8,100,60,80,87,31,70,0,0,7,7,6,6,7,7,6,5,5,0,6,5,7,7,6,0,0,0,0,0,0,0,0,74,13,1,5,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,56,90,40,6,0,5,7,7,7,6,7,7,9,0,0,0,92,0,60,96,40,7,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,6,8,5,4,58.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,56,90,33,7,5,8,6,8,5,6,7,7,9,0,0,0,70,0,80,98,70,3,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,13,10,9,4,5,30.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,56,90,0,6,5,6,6,4,0,6,5,7,9,100,100,40,90,56,80,80,60,5,3,4,0,6,6,5,5,0,0,5,7,5,6,4,0,0,0,0,0,0,0,0,66,13,2,12,8,4,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,54,80,0,8,8,6,7,6,8,5,6,6,8,0,40,60,54,34,30,0,0,8,0,0,7,7,2,7,0,5,5,7,5,5,6,4,0,0,5,0,0,0,0,0,68,13,5,4,6,6,69.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,54,70,0,5,5,7,7,4,0,7,5,7,8,80,60,60,50,37,50,62,66,5,5,4,0,5,2,5,4,0,0,7,5,5,6,6,0,0,0,0,0,0,0,0,56,13,8,6,5,6,46.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,54,60,36,4,4,3,6,4,4,4,6,6,8,100,80,80,80,46,70,88,46,5,7,3,6,6,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,11,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,56,90,34,6,6,6,6,6,6,5,5,6,5,0,0,0,98,0,20,100,90,5,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,12,1,4,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,53,70,0,6,0,5,6,5,5,7,7,6,5,100,60,40,43,25,10,34,56,7,8,3,3,6,3,6,3,0,0,7,5,5,5,7,0,0,0,0,0,0,4,4,0,11,2,3,7,6,90.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,55,80,30,8,6,7,7,7,5,8,7,8,6,100,100,20,80,60,50,0,0,6,7,8,7,5,8,7,5,5,0,6,5,6,8,8,0,0,0,0,0,0,0,0,72,15,3,1,7,8,86.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,56,60,39,5,3,5,4,5,5,6,4,7,5,100,80,20,55,0,30,0,20,8,0,3,4,4,5,6,0,6,0,4,6,4,4,4,0,0,0,0,0,0,0,0,64,12,4,6,6,5,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,55,80,25,6,3,6,6,6,3,6,6,6,8,0,0,0,98,0,90,88,64,4,0,4,0,0,3,4,6,0,0,6,8,6,5,0,0,0,0,0,0,0,0,3,51,13,6,5,5,5,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,56,70,34,7,7,7,7,5,8,8,7,7,9,0,0,0,58,60,60,78,0,8,8,5,0,0,5,0,0,0,0,7,6,6,6,0,0,0,0,0,0,0,0,5,77,13,3,7,6,5,84.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,55,60,33,6,5,6,5,6,5,6,6,6,7,100,100,20,55,0,50,68,30,6,7,4,5,6,5,6,0,0,0,6,8,6,6,6,0,0,0,0,0,0,0,0,66,13,3,4,7,6,84.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,56,80,35,7,8,6,7,7,8,8,7,8,7,0,0,0,7,0,0,80,60,8,4,3,0,6,7,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,13,2,6,7,5,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,54,70,26,7,6,6,7,5,7,7,6,7,9,0,80,20,60,50,50,0,0,7,6,5,6,7,4,6,6,6,4,6,5,6,6,6,6,0,0,0,0,0,0,0,70,10,2,1,8,7,90.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,54,70,28,7,6,6,6,0,7,6,0,0,0,40,20,40,60,25,50,0,0,5,0,0,4,7,6,7,5,0,8,6,7,6,0,4,0,52,3,0,0,1,0,0,65,14,3,4,7,6,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,56,80,31,7,0,8,7,6,0,8,7,7,8,60,100,40,84,70,80,0,0,7,0,8,0,0,6,6,5,0,0,0,0,7,7,0,0,0,0,0,0,0,0,5,0,14,1,2,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,55,80,25,4,8,5,8,7,7,4,6,7,8,100,60,60,57,16,60,0,0,6,6,0,0,8,2,5,8,0,6,7,7,6,6,6,7,0,0,6,6,6,0,0,64,14,4,14,7,3,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,52,50,27,8,8,8,8,6,6,8,6,6,9,80,40,100,53,34,20,0,0,6,0,0,0,2,8,7,6,0,6,6,5,0,0,7,4,76,7,0,0,5,0,0,77,16,1,1,9,8,100.0,0,0,0,0,6.0,0,0,0,0,0,0,26,7,0,6,0,0,1
39,56,80,33,6,6,6,6,6,0,5,7,6,6,0,0,0,60,30,60,38,0,8,6,5,5,6,4,0,5,0,0,4,4,6,6,0,0,0,0,0,0,0,0,5,67,11,3,1,7,8,81.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,55,80,27,6,6,4,6,7,6,7,6,6,7,0,0,0,98,0,0,98,90,6,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,5,3,2,20.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,54,70,26,3,5,3,3,4,3,4,3,3,5,60,80,40,74,0,30,0,46,5,0,3,6,3,3,3,0,0,0,4,5,5,6,6,0,0,0,0,0,0,0,0,56,12,3,8,6,4,83.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,54,70,0,5,5,5,5,5,6,6,5,6,5,0,0,0,69,0,0,78,50,5,0,0,6,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,5,5,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,56,90,31,7,5,8,7,7,6,7,7,7,6,100,100,40,64,0,70,54,60,8,6,4,5,6,5,6,0,0,0,7,7,6,6,6,0,0,0,0,0,0,0,0,74,13,1,2,7,6,96.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,54,60,32,6,6,5,7,5,6,7,5,7,6,0,0,0,62,48,10,100,0,6,0,5,0,0,6,0,5,6,0,0,7,5,7,0,0,0,0,0,0,0,0,0,73,14,1,4,9,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,56,90,25,8,6,7,6,8,7,5,7,6,8,100,80,80,88,72,100,0,0,7,0,4,6,6,6,4,3,0,0,7,6,5,5,5,0,0,0,0,0,0,0,0,60,15,6,7,6,6,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,54,60,32,7,7,6,7,7,7,5,5,7,7,80,80,40,60,50,90,0,54,8,0,7,0,7,5,6,0,0,0,5,6,5,6,6,0,0,0,0,0,0,0,0,71,13,3,8,7,5,84.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,55,70,31,8,9,8,8,7,8,8,8,8,9,100,80,60,65,34,80,0,0,6,8,5,5,7,7,5,0,7,5,6,7,6,5,5,7,0,0,0,0,0,0,0,78,12,3,8,7,5,83.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,54,70,0,5,6,5,5,3,5,5,5,5,8,0,0,0,70,0,70,90,50,5,8,3,5,0,4,5,5,5,0,5,3,5,0,0,0,0,0,0,0,0,4,4,64,8,2,6,7,4,87.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
33,56,90,29,5,5,4,4,7,5,5,5,5,8,0,0,0,90,0,0,88,86,7,8,6,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,13,6,8,5,5,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,0,0,0,7,7,6,6,7,6,7,7,7,8,0,0,0,98,66,80,90,0,8,8,0,7,0,6,0,0,4,0,8,8,7,7,0,0,0,0,0,0,0,3,3,75,12,2,2,8,7,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,56,80,35,7,6,6,6,4,6,6,5,5,9,100,80,80,57,54,70,0,0,7,0,4,6,4,6,4,6,7,0,6,4,5,5,6,0,0,0,0,0,0,0,0,61,14,9,14,5,4,42.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,56,90,33,7,7,6,7,7,7,6,7,6,7,0,0,0,78,0,0,100,80,0,0,0,0,0,7,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,3,4,6,6,71.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,55,80,28,7,5,7,7,9,6,7,7,7,4,0,20,40,85,8,50,0,0,7,8,0,7,8,7,6,7,6,0,7,7,7,5,7,0,0,0,0,0,2,0,0,69,13,2,1,7,7,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,56,90,37,5,5,5,5,7,6,4,5,6,0,100,60,40,56,14,80,0,0,6,5,0,0,6,7,5,4,5,3,0,5,5,4,6,5,0,5,0,0,6,0,0,56,14,8,8,5,5,50.0,4,0,0,0,0.0,2,2,1,4,2,0,2,6,4,3,0,0,1
19,53,60,0,7,7,7,7,7,7,7,8,6,9,0,100,40,85,48,80,0,0,8,9,0,0,7,6,8,0,6,7,5,6,7,0,0,0,0,0,0,0,4,0,0,75,15,2,4,7,6,93.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,56,90,37,6,7,7,8,6,7,8,7,7,6,60,60,40,51,27,40,0,0,7,0,0,0,5,4,7,4,5,4,0,5,6,5,6,4,0,0,0,0,0,0,0,80,14,1,7,8,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,56,80,30,6,4,6,5,8,5,5,6,6,7,0,80,60,68,74,50,0,68,6,6,0,0,6,4,3,0,6,5,0,2,4,0,5,0,0,0,0,0,2,0,0,49,13,10,9,4,5,30.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,56,80,0,6,5,7,6,4,4,6,8,7,7,80,60,60,80,0,50,0,0,7,0,0,7,4,6,7,6,3,0,6,4,4,5,6,0,0,0,0,0,0,0,0,61,13,6,9,6,5,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,54,70,28,4,5,5,5,5,0,5,4,5,7,100,60,40,60,23,20,86,44,5,6,4,0,5,2,4,4,0,0,5,5,5,6,5,0,0,0,0,0,0,0,0,59,13,5,3,5,6,69.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,56,80,32,3,5,5,5,2,4,4,3,4,6,0,0,0,88,0,30,58,62,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,13,3,2,6,6,84.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,56,90,27,7,8,3,5,6,7,5,5,5,6,100,60,20,44,0,40,0,20,7,0,0,4,5,7,6,6,6,5,0,4,5,5,0,0,0,4,0,0,5,0,0,71,15,2,3,7,7,93.3,2,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
142,55,70,32,5,5,4,4,4,6,6,5,7,6,100,60,40,45,0,40,30,2,6,6,5,5,5,4,4,0,0,0,6,7,6,7,5,0,0,0,0,0,0,0,0,0,12,7,2,5,7,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,56,90,28,7,6,5,6,7,7,6,7,7,6,100,40,60,68,60,80,0,0,7,7,6,6,5,6,5,6,6,0,6,5,7,7,6,0,0,0,0,0,0,0,0,69,14,2,5,7,7,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,56,80,34,6,3,6,6,6,6,6,7,7,6,0,80,1,70,26,40,0,0,6,0,0,0,2,3,5,0,4,5,5,4,4,5,5,0,0,0,0,0,0,0,0,57,13,6,3,6,6,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,0,0,0,7,6,6,6,7,6,6,7,7,7,100,60,20,74,10,30,0,0,8,9,5,6,5,4,5,0,6,7,6,5,4,5,6,7,0,0,0,0,0,0,0,67,12,4,2,6,7,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,56,80,31,7,6,6,7,6,6,7,6,7,9,80,5,60,70,39,70,30,40,6,9,6,7,6,4,0,7,5,0,6,8,6,7,4,0,0,0,0,0,0,0,0,70,8,2,3,6,6,87.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,56,90,0,4,5,3,3,4,0,5,4,4,9,20,20,20,56,18,10,66,36,7,5,4,0,4,3,4,3,0,0,4,4,5,6,4,0,0,0,0,0,0,0,0,0,13,12,13,3,2,15.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,56,70,32,4,0,4,4,4,0,5,5,5,8,80,100,40,65,60,24,60,60,5,6,2,5,4,3,4,0,0,0,6,6,5,6,4,0,0,0,0,0,0,4,4,0,13,5,4,6,6,69.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,55,80,25,5,5,5,5,4,5,6,4,4,7,0,0,0,88,0,50,100,46,4,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,13,1,1,7,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,54,70,0,8,8,4,8,6,7,8,7,7,7,60,80,60,58,44,70,0,0,5,7,5,7,6,6,7,5,5,0,7,3,6,2,6,0,0,0,0,0,0,0,0,75,14,3,6,7,6,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,55,80,0,6,5,5,5,7,5,6,3,4,8,0,0,0,50,62,10,0,22,2,7,5,6,0,6,5,4,0,0,5,3,5,5,0,0,0,0,0,0,0,0,5,52,11,7,5,5,5,45.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,56,80,34,6,7,6,6,6,5,5,6,5,7,100,80,60,35,44,50,0,0,7,5,3,6,6,6,5,5,5,6,6,5,5,6,5,5,0,0,0,0,0,0,0,68,13,4,4,6,6,76.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,56,90,30,6,7,7,7,4,7,4,5,5,7,60,40,20,70,37,70,0,0,5,6,4,5,4,6,2,2,4,0,4,5,5,5,4,0,0,0,0,0,0,0,0,60,13,5,8,6,5,69.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,0,0,0,6,6,5,6,5,5,5,3,4,7,0,0,0,75,0,70,90,46,2,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,13,7,6,5,5,53.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,55,80,27,6,0,6,6,6,0,7,6,6,5,80,80,20,76,8,50,0,0,4,9,5,0,0,7,3,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,14,2,3,7,6,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,56,90,34,6,6,3,4,5,5,6,6,6,2,0,40,40,58,34,70,0,0,6,7,0,0,5,5,6,0,5,5,0,7,5,0,0,0,0,0,0,0,0,0,0,69,15,3,1,7,7,86.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,54,70,25,6,7,6,6,5,5,6,6,6,5,0,0,0,50,0,0,76,50,6,5,0,5,0,4,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,4,5,5,4,57.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,55,80,25,5,4,5,5,7,6,7,6,7,7,80,60,40,74,54,80,0,0,8,5,6,5,4,7,0,5,5,0,6,4,5,6,6,0,0,0,0,0,0,0,0,64,14,4,7,7,6,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,56,70,38,7,5,6,6,5,6,6,6,7,7,100,60,20,40,34,40,0,0,5,0,1,6,6,6,4,6,4,0,7,9,6,6,2,0,0,0,0,0,0,0,0,70,15,1,2,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,55,80,0,6,5,7,6,5,6,6,6,6,6,0,0,0,50,30,60,60,0,3,6,4,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,5,6,57.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,56,90,31,7,7,7,6,7,8,6,5,5,9,100,100,100,0,0,80,96,50,6,7,4,5,5,7,5,0,5,0,7,7,5,5,7,0,0,0,0,0,0,0,0,70,14,3,5,7,6,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,56,80,32,5,5,6,5,5,5,5,5,5,7,0,0,0,80,0,70,88,60,6,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,14,4,3,6,7,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,56,90,29,7,7,7,7,7,8,8,5,7,6,80,100,100,0,0,60,42,30,0,8,5,7,4,5,7,0,5,0,4,5,5,6,7,0,0,0,0,0,0,0,0,0,14,4,2,6,7,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,56,90,35,0,0,0,0,0,0,0,0,0,0,100,60,40,0,0,0,0,0,0,6,6,6,7,6,6,0,0,0,5,6,6,0,6,0,0,0,0,0,0,0,0,0,10,2,1,7,7,95.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,55,70,31,5,7,5,5,5,6,6,6,5,8,0,0,0,76,40,70,66,0,3,4,4,4,5,3,4,0,0,0,4,5,5,5,0,0,0,0,0,0,0,0,0,64,11,4,5,6,5,72.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,53,60,0,6,6,6,6,6,6,6,5,5,8,0,0,0,70,30,80,70,0,7,6,3,6,0,4,0,0,0,0,5,3,6,6,0,0,0,0,0,0,0,0,0,63,13,6,6,6,6,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,54,70,30,5,5,4,4,5,6,5,5,5,6,0,0,0,70,60,4,76,0,4,0,5,0,6,6,0,6,5,0,6,0,5,5,0,0,0,0,0,0,0,0,0,60,14,3,10,6,5,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,55,70,32,7,6,7,7,5,6,6,6,6,8,0,0,0,70,0,70,60,60,7,0,3,0,0,6,4,0,0,0,6,9,5,5,0,0,0,0,0,0,0,0,4,71,13,1,1,8,7,96.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,55,60,35,7,6,6,7,7,5,8,8,8,5,80,80,60,54,4,50,0,0,7,7,6,6,5,6,5,6,6,6,7,6,6,5,4,0,0,0,0,0,0,0,0,73,14,4,8,6,5,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
335,55,70,33,6,4,4,5,6,6,1,6,6,6,0,40,40,52,0,30,0,0,0,1,0,4,6,4,0,0,0,4,3,1,3,4,3,2,0,0,0,0,0,0,0,0,14,3,1,7,6,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,56,90,32,6,0,4,6,9,0,3,6,6,0,100,80,80,80,34,70,78,44,7,4,8,5,7,7,7,5,0,0,4,6,6,5,5,0,0,0,0,0,0,0,0,0,11,1,7,8,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,56,60,38,6,6,4,5,4,0,4,5,6,8,0,0,0,79,22,90,80,0,6,4,4,5,4,4,4,0,0,0,7,8,5,6,0,0,0,0,0,0,0,0,5,69,11,1,2,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,56,90,32,4,7,5,6,6,7,7,7,6,9,0,0,0,89,50,90,0,56,7,7,5,6,0,6,6,6,0,0,0,6,6,5,0,0,0,0,0,0,0,0,5,76,11,1,4,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,55,80,29,7,7,5,6,7,0,6,6,7,8,0,0,0,78,60,100,80,0,6,7,5,5,5,7,5,0,0,0,5,7,5,6,0,0,0,0,0,0,0,0,4,70,11,2,1,8,7,90.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
